School Name,State Name [Public School] Latest available year,School Name [Public School] 2023-24,County Name [Public School] 2023-24,Location ZIP [Public School] 2023-24,School Type [Public School] 2023-24,Charter School [Public School] 2023-24,Latitude [Public School] 2023-24,Longitude [Public School] 2023-24,School Level (SY 2017-18 onward) [Public School] 2023-24,Lowest Grade Offered [Public School] 2023-24,Highest Grade Offered [Public School] 2023-24,Total Students All Grades (Excludes AE) [Public School] 2023-24,Free Lunch Eligible [Public School] 2023-24,Direct Certification [Public School] 2023-24,Reduced-price Lunch Eligible Students [Public School] 2023-24,Free and Reduced Lunch Students [Public School] 2023-24,Grades 1-8 Students [Public School] 2023-24,Grades 9-12 Students [Public School] 2023-24,Prekindergarten Students [Public School] 2023-24,Kindergarten Students [Public School] 2023-24,Male Students [Public School] 2023-24,Female Students [Public School] 2023-24,American Indian/Alaska Native Students [Public School] 2023-24,Asian or Asian/Pacific Islander Students [Public School] 2023-24,Hispanic Students [Public School] 2023-24,Black or African American Students [Public School] 2023-24,White Students [Public School] 2023-24,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2023-24,Two or More Races Students [Public School] 2023-24,Total Race/Ethnicity [Public School] 2023-24,Pupil/Teacher Ratio [Public School] 2023-24
JENKINS COUNTY ELEMENTARY SCHOOL,Georgia,Jenkins County Elementary School,Jenkins County,30442,1-Regular school,2-No,32.809882,-81.943585,Elementary,Prekindergarten,5th Grade,567,567,238,0,567,415,†,65,87,288,279,0,0,48,269,218,1,31,567,12.19
JENKINS COUNTY HIGH SCHOOL,Georgia,Jenkins County High School,Jenkins County,30442,1-Regular school,2-No,32.809882,-81.943585,High,9th Grade,12th Grade,328,228,125,0,228,†,328,†,†,186,142,0,0,27,168,128,0,5,328,10.68
JENKINS COUNTY MIDDLE SCHOOL,Georgia,Jenkins County Middle School,Jenkins County,30442,1-Regular school,2-No,32.809882,-81.943585,Middle,6th Grade,8th Grade,246,238,112,0,238,246,†,†,†,138,108,0,0,25,114,98,0,9,246,13.82
JENKINS ELEMENTARY SCHOOL,Georgia,Jenkins Elementary School,Gwinnett County,30046,1-Regular school,2-No,33.960083,-83.966769,Elementary,Prekindergarten,5th Grade,745,587,266,59,646,628,†,6,111,366,379,1,18,309,332,50,0,35,745,13.07
JENKINS HIGH SCHOOL,Georgia,Jenkins High School,Chatham County,31406,1-Regular school,2-No,32.022400,-81.083200,High,9th Grade,12th Grade,1179,755,348,102,857,†,1179,†,†,689,490,3,57,174,722,168,2,53,1179,14.31
JENKINS-WHITE ELEMENTARY SCHOOL,GEORGIA,Jenkins-White Elementary School,Richmond County,30901,1-Regular school,2-No,33.444570,-81.998242,Elementary,Prekindergarten,5th Grade,434,434,301,0,434,295,†,59,80,244,190,0,0,11,408,3,0,12,434,14.18
JERGER ELEMENTARY SCHOOL,Georgia,Jerger Elementary School,Thomas County,31792,1-Regular school,2-No,30.824700,-83.968700,Elementary,Prekindergarten,5th Grade,740,265,91,52,317,538,†,82,120,384,356,0,21,18,209,468,1,23,740,15.35
JESUP ELEMENTARY SCHOOL,Georgia,Jesup Elementary School,Wayne County,31546,1-Regular school,2-No,31.585600,-81.872316,Elementary,Prekindergarten,5th Grade,691,590,268,0,590,519,†,77,95,338,353,1,7,67,174,383,1,58,691,13.11
JOHN LEWIS INVICTUS ACADEMY,GEORGIA,John Lewis Invictus Academy,Fulton County,30318,1-Regular school,2-No,33.774616,-84.447932,Middle,6th Grade,8th Grade,738,738,395,0,738,738,†,†,†,413,325,1,0,64,669,0,0,4,738,11.37
JOHN ROBERT LEWIS ELEMENTARY SCHOOL,GEORGIA,John Robert Lewis Elementary School,DeKalb County,30319,1-Regular school,2-No,33.862726,-84.315457,Elementary,Prekindergarten,5th Grade,873,734,279,0,734,704,†,58,111,461,412,4,15,810,33,8,0,3,873,14.48
JOHN ROBERT LEWIS ELEMENTARY SCHOOL,GEORGIA,John Robert Lewis Elementary School,Bibb County,31204,1-Regular school,2-No,32.833172,-83.689841,Elementary,Prekindergarten,5th Grade,724,644,502,0,644,570,†,53,101,370,354,2,1,25,662,10,0,24,724,16.27
JOHN WESLEY DOBBS ELEMENTARY SCHOOL,Georgia,John Wesley Dobbs Elementary School,Fulton County,30315,1-Regular school,2-No,33.698300,-84.372500,Elementary,Prekindergarten,5th Grade,310,310,147,0,310,253,†,22,35,162,148,1,1,37,268,1,0,2,310,8.16
JOHNNIE LAY BURKS ELEMENTARY SCHOOL,Georgia,Johnnie Lay Burks Elementary School,Clarke County,30601,1-Regular school,2-No,33.964700,-83.394500,Elementary,Prekindergarten,5th Grade,486,315,128,0,315,355,†,54,77,240,246,0,5,51,172,224,1,33,486,10.02
JOHNS CREEK ELEMENTARY,Georgia,Johns Creek Elementary,Forsyth County,30024,1-Regular school,2-No,34.064405,-84.127505,Elementary,Prekindergarten,5th Grade,958,108,21,42,150,829,†,8,121,496,462,4,701,56,41,120,1,35,958,16.75
JOHNS CREEK HIGH SCHOOL,Georgia,Johns Creek High School,Fulton County,30022,1-Regular school,2-No,34.022800,-84.194200,High,9th Grade,12th Grade,1859,202,40,42,244,†,1859,†,†,955,904,3,539,222,168,857,4,66,1859,18.99
JOHNSON COUNTY ELEMENTARY SCHOOL,Georgia,Johnson County Elementary School,Johnson County,31096,1-Regular school,2-No,32.726900,-82.732800,Elementary,Prekindergarten,5th Grade,512,491,281,0,491,380,†,47,85,264,248,0,0,24,210,249,0,29,512,15.42
JOHNSON COUNTY HIGH SCHOOL,Georgia,Johnson County High School,Johnson County,31096,1-Regular school,2-No,32.724885,-82.728513,High,9th Grade,12th Grade,292,198,104,0,198,†,292,†,†,147,145,0,0,8,126,152,0,6,292,12.17
JOHNSON COUNTY MIDDLE SCHOOL,Georgia,Johnson County Middle School,Johnson County,31096,1-Regular school,2-No,32.724885,-82.728513,Middle,6th Grade,8th Grade,236,183,103,0,183,236,†,†,†,126,110,0,0,11,82,130,0,13,236,11.35
JOHNSON ELEMENTARY,Georgia,Johnson Elementary,Floyd County,30161,1-Regular school,2-No,34.257338,-85.055943,Elementary,Prekindergarten,4th Grade,478,175,49,29,204,319,†,70,89,234,244,0,2,25,26,395,0,30,478,13.28
JOHNSON ELEMENTARY SCHOOL,Georgia,Johnson Elementary School,Muscogee County,31904,1-Regular school,2-No,32.498300,-84.968700,Elementary,Prekindergarten,5th Grade,373,371,170,0,371,280,†,22,71,216,157,1,0,41,168,117,1,45,373,11.84
JOHNSON HIGH SCHOOL,Georgia,Johnson High School,Chatham County,31404,1-Regular school,2-No,32.032200,-81.058600,High,9th Grade,12th Grade,797,591,297,62,653,†,797,†,†,375,422,5,4,55,684,24,0,25,797,11.67
JOHNSON HIGH SCHOOL,Georgia,Johnson High School,Hall County,30507,1-Regular school,2-No,34.225018,-83.854131,High,9th Grade,12th Grade,1287,848,243,156,1004,†,1287,†,†,652,635,0,19,1013,53,177,0,25,1287,14.28
JOHNSON MAGNET,Georgia,Johnson Magnet,Richmond County,30901,1-Regular school,2-No,33.465600,-81.981100,High,6th Grade,12th Grade,656,278,151,0,278,300,356,†,†,325,331,1,15,55,436,113,3,33,656,11.03
JOHNSTON ELEMENTARY SCHOOL,Georgia,Johnston Elementary School,Cherokee County,30188,1-Regular school,2-No,34.131800,-84.493800,Elementary,Prekindergarten,5th Grade,494,176,112,28,204,388,†,56,50,236,258,0,7,134,26,291,0,36,494,14.20
JOLLY ELEMENTARY SCHOOL,Georgia,Jolly Elementary School,DeKalb County,30021,1-Regular school,2-No,33.809900,-84.225900,Elementary,Prekindergarten,5th Grade,808,808,448,0,808,614,†,56,138,431,377,2,316,56,338,89,0,7,808,16.32
JONES COUNTY HIGH SCHOOL,Georgia,Jones County High School,Jones County,31032,1-Regular school,2-No,32.992700,-83.530700,High,9th Grade,12th Grade,1560,784,245,124,908,†,1560,†,†,800,760,2,3,40,444,1003,2,66,1560,15.95
JONES ELEMENTARY SCHOOL,Georgia,Jones Elementary School,Haralson County,30110,1-Regular school,2-No,33.728800,-85.152800,Elementary,Prekindergarten,3rd Grade,789,228,75,53,281,533,†,89,167,398,391,2,11,26,21,703,4,22,789,14.91
JONES MIDDLE SCHOOL,Georgia,Jones Middle School,Gwinnett County,30519,1-Regular school,2-No,34.103300,-83.937200,Middle,6th Grade,8th Grade,1744,663,179,126,789,1744,†,†,†,890,854,1,366,380,416,495,2,84,1744,16.27
JONES-WHEAT PRIMARY SCHOOL,Georgia,Jones-Wheat Primary School,Decatur County,39817,1-Regular school,2-No,30.905200,-84.555100,Elementary,Prekindergarten,2nd Grade,693,691,309,0,691,363,†,140,190,389,304,2,6,60,412,186,1,26,693,15.30
JONESBORO HIGH SCHOOL,Georgia,Jonesboro High School,Clayton County,30236,1-Regular school,2-No,33.542700,-84.342800,High,9th Grade,12th Grade,1488,1092,669,0,1092,†,1488,†,†,756,732,5,37,325,1031,47,0,43,1488,17.69
JONESBORO MIDDLE SCHOOL,Georgia,Jonesboro Middle School,Clayton County,30236,1-Regular school,2-No,33.519900,-84.348600,Middle,6th Grade,8th Grade,868,868,267,0,868,868,†,†,†,433,435,1,15,298,511,19,0,24,868,14.00
JORDAN HILL ROAD ELEMENTARY SCHOOL,Georgia,Jordan Hill Road Elementary School,Spalding County,30223,1-Regular school,2-No,33.296900,-84.264600,Elementary,Prekindergarten,5th Grade,380,353,131,0,353,272,†,64,44,210,170,0,3,56,155,138,0,28,380,12.14
JORDAN MIDDLE SCHOOL,GEORGIA,Jordan Middle School,Gwinnett County,30046,1-Regular school,2-No,33.961894,-83.969502,Middle,6th Grade,8th Grade,774,602,222,86,688,774,†,†,†,424,350,1,23,332,327,63,0,28,774,12.79
JORDAN VOCATIONAL HIGH SCHOOL,Georgia,Jordan Vocational High School,Muscogee County,31904,1-Regular school,2-No,32.494500,-84.969900,High,9th Grade,12th Grade,969,969,372,0,969,†,969,†,†,513,456,3,5,186,490,205,1,79,969,12.46
JOSEPH HUMPHRIES ELEMENTARY SCHOOL,Georgia,Joseph Humphries Elementary School,Fulton County,30315,1-Regular school,2-No,33.671966,-84.376446,Elementary,Prekindergarten,5th Grade,259,259,134,0,259,200,†,20,39,128,131,1,0,30,227,1,0,0,259,12.57
JOSEPH MARTIN ELEMENTARY SCHOOL,Georgia,Joseph Martin Elementary School,Liberty County,31313,1-Regular school,2-No,31.866600,-81.582300,Elementary,Kindergarten,5th Grade,785,457,207,96,553,643,†,†,142,396,389,2,10,145,375,157,4,92,785,16.99
JOSEY HIGH SCHOOL,Georgia,Josey High School,Richmond County,30901,1-Regular school,2-No,33.455300,-82.000300,High,9th Grade,12th Grade,636,636,317,0,636,†,636,†,†,304,332,1,1,62,540,20,0,12,636,10.31
JUDIA JACKSON HARRIS ELEMENTARY,Georgia,Judia Jackson Harris Elementary,Clarke County,30601,1-Regular school,2-No,34.010182,-83.345136,Elementary,Prekindergarten,5th Grade,395,318,137,0,318,298,†,46,51,212,183,3,0,288,82,17,0,5,395,8.78
JUDSON PRICE MIDDLE SCHOOL,Georgia,Judson Price Middle School,Fulton County,30315,1-Regular school,2-No,33.708900,-84.387400,Middle,6th Grade,8th Grade,271,271,140,0,271,271,†,†,†,141,130,0,0,9,262,0,0,0,271,11.29
JULIA P. BRYANT ELEMENTARY SCHOOL,Georgia,Julia P. Bryant Elementary School,Bulloch County,30458,1-Regular school,2-No,32.453839,-81.797973,Elementary,Prekindergarten,5th Grade,731,379,201,29,408,542,†,95,94,396,335,3,15,36,341,302,0,34,731,13.49
KANOHEDA ELEMENTARY SCHOOL,Georgia,Kanoheda Elementary School,Gwinnett County,30044,1-Regular school,2-No,33.942500,-84.082800,Elementary,Prekindergarten,5th Grade,850,638,205,95,733,689,†,13,148,445,405,0,42,574,187,30,0,17,850,11.20
KATHERINE B. SUTTON ELEMENTARY SCHOOL,Georgia,Katherine B. Sutton Elementary School,Monroe County,31029,1-Regular school,2-No,33.062300,-83.919551,Elementary,Prekindergarten,5th Grade,693,442,189,53,495,529,†,71,93,357,336,1,4,33,150,469,0,36,693,14.29
KAY R PACE ELEMENTARY SCHOOL OF THE ARTS,GEORGIA,Kay R Pace Elementary School of the Arts,Clayton County,30236,1-Regular school,2-No,33.520438,-84.331498,Elementary,Prekindergarten,5th Grade,512,349,279,0,349,440,†,0,72,202,310,0,3,35,434,10,0,30,512,18.29
KAY ROAD ELEMENTARY,Georgia,Kay Road Elementary,Peach County,31008,1-Regular school,2-No,32.617187,-83.768745,Elementary,Prekindergarten,5th Grade,526,426,186,0,426,401,†,32,93,274,252,0,2,115,234,141,1,33,526,13.15
KEDRON ELEMENTARY SCHOOL,Georgia,Kedron Elementary School,Fayette County,30269,1-Regular school,2-No,33.430100,-84.598400,Elementary,Prekindergarten,5th Grade,782,143,38,23,166,636,†,22,124,404,378,5,157,106,142,307,0,65,782,15.18
KEHELEY ELEMENTARY SCHOOL,Georgia,Keheley Elementary School,Cobb County,30066,1-Regular school,2-No,34.059000,-84.494700,Elementary,Prekindergarten,5th Grade,390,118,33,42,160,330,†,2,58,207,183,0,12,61,37,245,0,35,390,10.51
KELL HIGH SCHOOL,Georgia,Kell High School,Cobb County,30066,1-Regular school,2-No,34.064400,-84.513000,High,9th Grade,12th Grade,1582,564,140,127,691,†,1582,†,†,822,760,2,46,351,390,706,1,86,1582,17.48
KELLEY LAKE ELEMENTARY SCHOOL,Georgia,Kelley Lake Elementary School,DeKalb County,30032,1-Regular school,2-No,33.715900,-84.283900,Elementary,Prekindergarten,5th Grade,233,233,123,0,233,175,†,26,32,115,118,0,0,37,184,0,0,12,233,9.91
KELLY MILL ELEMENTARY,Georgia,Kelly Mill Elementary,Forsyth County,30040,1-Regular school,2-No,34.207700,-84.166600,Elementary,Prekindergarten,5th Grade,1052,145,27,19,164,886,†,20,146,552,500,2,235,117,56,582,0,60,1052,15.92
KEMP ELEMENTARY SCHOOL,Georgia,Kemp Elementary School,Clayton County,30228,1-Regular school,2-No,33.455600,-84.357200,Elementary,3rd Grade,5th Grade,600,600,194,0,600,600,†,†,†,310,290,6,11,86,461,10,0,26,600,15.79
KEMP ELEMENTARY SCHOOL,Georgia,Kemp Elementary School,Cobb County,30127,1-Regular school,2-No,33.930100,-84.702100,Elementary,Prekindergarten,5th Grade,918,174,49,49,223,784,†,5,129,467,451,1,26,87,306,431,0,67,918,14.66
KEMP PRIMARY,Georgia,Kemp Primary,Clayton County,30228,1-Regular school,2-No,33.453733,-84.357124,Elementary,Prekindergarten,2nd Grade,672,610,159,0,610,398,†,74,200,336,336,4,4,91,524,19,0,30,672,15.27
KENDRICK HIGH SCHOOL,Georgia,Kendrick High School,Muscogee County,31907,1-Regular school,2-No,32.467600,-84.887800,High,9th Grade,12th Grade,903,854,358,0,854,†,903,†,†,504,399,0,0,50,772,23,1,57,903,16.27
KENDRICK MIDDLE SCHOOL,Georgia,Kendrick Middle School,Clayton County,30238,1-Regular school,2-No,33.536700,-84.387300,Middle,6th Grade,8th Grade,623,553,219,0,553,623,†,†,†,317,306,1,10,165,432,5,0,10,623,14.16
KENNEDY ELEMENTARY SCHOOL,Georgia,Kennedy Elementary School,Barrow County,30680,1-Regular school,2-No,33.976600,-83.758700,Elementary,Prekindergarten,5th Grade,748,475,138,87,562,602,†,50,96,370,378,0,38,248,122,283,0,57,748,12.08
KENNEDY ROAD MIDDLE SCHOOL,Georgia,Kennedy Road Middle School,Spalding County,30223,1-Regular school,2-No,33.266400,-84.235100,Middle,6th Grade,8th Grade,413,412,192,0,412,413,†,†,†,214,199,2,6,57,244,86,0,18,413,11.54
KENNESAW ELEMENTARY SCHOOL,Georgia,Kennesaw Elementary School,Cobb County,30144,1-Regular school,2-No,34.032100,-84.628900,Elementary,Prekindergarten,2nd Grade,606,284,81,59,343,380,†,33,193,314,292,0,25,130,188,209,2,52,606,11.52
KENNESAW MOUNTAIN HIGH SCHOOL,Georgia,Kennesaw Mountain High School,Cobb County,30152,1-Regular school,2-No,33.999600,-84.623600,High,9th Grade,12th Grade,1666,566,151,128,694,†,1666,†,†,859,807,3,121,306,520,614,6,96,1666,15.84
KEY ELEMENTARY SCHOOL,Georgia,Key Elementary School,Muscogee County,31903,1-Regular school,2-No,32.409700,-84.968300,Elementary,Prekindergarten,5th Grade,304,304,154,0,304,211,†,37,56,160,144,0,3,63,220,6,0,12,304,14.14
KIDSPEACE,Georgia,KidsPeace,Carroll County,30108,1-Regular school,2-No,33.557457,-85.237561,Other,4th Grade,12th Grade,38,35,3,0,35,29,9,†,†,25,13,0,0,0,19,18,0,1,38,38.00
KILOUGH ELEMENTARY SCHOOL,Georgia,Kilough Elementary School,Dawson County,30534,1-Regular school,2-No,34.367700,-84.015700,Elementary,Prekindergarten,5th Grade,450,191,57,55,246,343,†,38,69,246,204,1,6,66,10,348,0,19,450,14.52
KILPATRICK ELEMENTARY SCHOOL,Georgia,Kilpatrick Elementary School,Clayton County,30236,1-Regular school,2-No,33.548400,-84.357400,Elementary,Prekindergarten,5th Grade,598,587,192,0,587,490,†,5,103,328,270,0,6,278,269,13,0,32,598,12.20
KINCAID ELEMENTARY SCHOOL,Georgia,Kincaid Elementary School,Cobb County,30066,1-Regular school,2-No,34.000900,-84.510100,Elementary,Prekindergarten,5th Grade,611,171,52,31,202,500,†,12,99,319,292,0,55,117,78,317,3,41,611,13.14
KINCHAFOONEE PRIMARY SCHOOL,Georgia,Kinchafoonee Primary School,Lee County,31763,1-Regular school,2-No,31.743819,-84.165034,Elementary,Prekindergarten,2nd Grade,836,486,174,68,554,377,†,270,189,439,397,0,21,38,229,486,1,61,836,13.23
KINDEZI OLD 4TH WARD,GEORGIA,Kindezi Old 4th Ward,Fulton County,30308,1-Regular school,1-Yes,33.768200,-84.374561,Elementary,Kindergarten,8th Grade,385,297,142,0,297,343,†,†,42,214,171,1,0,11,349,11,0,13,385,9.37
KING SPRINGS ELEMENTARY SCHOOL,Georgia,King Springs Elementary School,Cobb County,30082,1-Regular school,2-No,33.854600,-84.523400,Elementary,Prekindergarten,5th Grade,1103,266,86,52,318,913,†,18,172,594,509,1,52,111,338,504,0,97,1103,13.27
KINGS CHAPEL ELEMENTARY SCHOOL,Georgia,Kings Chapel Elementary School,Houston County,31069,1-Regular school,2-No,32.455300,-83.652800,Elementary,Prekindergarten,5th Grade,655,227,65,54,281,509,†,46,100,343,312,1,5,34,102,484,0,29,655,15.98
KINGSLAND ELEMENTARY SCHOOL,Georgia,Kingsland Elementary School,Camden County,31548,1-Regular school,2-No,30.801300,-81.714800,Elementary,Prekindergarten,5th Grade,368,190,68,45,235,294,†,23,51,184,184,1,0,44,46,234,0,43,368,13.63
KINGSLEY ELEMENTARY SCHOOL,Georgia,Kingsley Elementary School,DeKalb County,30338,1-Regular school,2-No,33.948200,-84.297200,Elementary,Prekindergarten,5th Grade,364,225,58,12,237,281,†,30,53,203,161,0,22,218,32,76,0,16,364,12.42
KINGSTON ELEMENTARY SCHOOL,Georgia,Kingston Elementary School,Bartow County,30145,1-Regular school,2-No,34.213900,-84.935600,Elementary,Prekindergarten,5th Grade,574,405,183,37,442,464,†,30,80,293,281,0,4,129,105,307,3,26,574,13.23
KIPP ATLANTA COLLEGIATE CHARTER SCHOOL,Georgia,Kipp Atlanta Collegiate Charter School,Fulton County,30314,1-Regular school,1-Yes,33.756200,-84.451200,High,9th Grade,12th Grade,832,571,260,0,571,†,832,†,†,430,402,0,0,12,811,0,1,8,832,13.89
KIPP SOUL ACADEMY,GEORGIA,KIPP Soul Academy,Fulton County,30331,1-Regular school,1-Yes,33.793978,-84.498402,Middle,5th Grade,8th Grade,344,326,142,0,326,344,†,†,†,169,175,0,0,3,338,1,1,1,344,9.69
KIPP SOUL PRIMARY,GEORGIA,KIPP Soul Primary,Fulton County,30331,1-Regular school,1-Yes,33.793978,-84.498402,Elementary,Kindergarten,4th Grade,410,389,186,0,389,346,†,†,64,208,202,1,0,5,401,0,0,3,410,15.19
KIPP SOUTH FULTON ACADEMY SCHOOL,Georgia,KIPP South Fulton Academy School,Fulton County,30344,1-Regular school,1-Yes,33.675600,-84.431100,Middle,5th Grade,8th Grade,380,185,69,36,221,380,†,†,†,177,203,0,0,43,329,3,0,5,380,12.67
KIPP STRIVE CHARTER SCHOOL,Georgia,Kipp Strive Charter School,Fulton County,30310,1-Regular school,1-Yes,33.742100,-84.434800,Middle,5th Grade,8th Grade,406,301,147,0,301,406,†,†,†,192,214,0,0,5,395,1,0,5,406,14.50
KIPP STRIVE PRIMARY CHARTER SCHOOL,Georgia,KIPP Strive Primary Charter School,Fulton County,30310,1-Regular school,1-Yes,33.742100,-84.434700,Elementary,Kindergarten,4th Grade,521,424,207,0,424,412,†,†,109,269,252,1,0,5,498,12,0,5,521,17.25
KIPP VISION CHARTER SCHOOL,Georgia,KIPP VISION Charter School,Fulton County,30315,1-Regular school,1-Yes,33.689136,-84.366830,Middle,5th Grade,8th Grade,403,342,166,0,342,403,†,†,†,197,206,0,0,20,380,0,0,3,403,12.14
KIPP VISION PRIMARY CHARTER SCHOOL,Georgia,KIPP Vision Primary Charter School,Fulton County,30315,1-Regular school,1-Yes,33.689136,-84.366830,Elementary,Kindergarten,4th Grade,479,418,217,0,418,393,†,†,86,234,245,0,1,17,456,0,0,5,479,14.52
KIPP WAYS ACADEMY CHARTER SCHOOL,Georgia,KIPP WAYS Academy Charter School,Fulton County,30314,1-Regular school,1-Yes,33.764520,-84.422721,Middle,5th Grade,8th Grade,395,370,182,0,370,395,†,†,†,205,190,1,0,2,388,1,1,2,395,12.74
KIPP WAYS PRIMARY CHARTER SCHOOL,GEORGIA,Kipp WAYS Primary Charter School,Fulton County,30314,1-Regular school,1-Yes,33.764520,-84.422721,Elementary,Kindergarten,4th Grade,484,481,228,0,481,382,†,†,102,243,241,1,0,8,470,2,0,3,484,15.37
KITTREDGE MAGNET SCHOOL,Georgia,Kittredge Magnet School,DeKalb County,30329,1-Regular school,2-No,33.826636,-84.327816,Middle,4th Grade,6th Grade,551,38,13,7,45,551,†,†,†,298,253,6,134,28,58,290,2,33,551,15.52
KNIGHT ELEMENTARY SCHOOL,Georgia,Knight Elementary School,Gwinnett County,30047,1-Regular school,2-No,33.885700,-84.100200,Elementary,Prekindergarten,5th Grade,893,579,180,85,664,753,†,12,128,497,396,1,142,422,153,133,0,42,893,12.87
L. K. MOSS ELEMENTARY SCHOOL,Georgia,L. K. Moss Elementary School,Marion County,31803,1-Regular school,2-No,32.287479,-84.535767,Elementary,Prekindergarten,5th Grade,599,575,229,0,575,436,†,68,95,298,301,0,4,86,180,308,0,21,599,15.85
L. O. KIMBERLY ELEMENTARY SCHOOL,Georgia,L. O. Kimberly Elementary School,Fulton County,30311,1-Regular school,2-No,33.701900,-84.490100,Elementary,Prekindergarten,5th Grade,300,300,144,0,300,236,†,21,43,153,147,0,0,17,282,0,0,1,300,10.10
LABELLE ELEMENTARY SCHOOL,Georgia,LaBelle Elementary School,Cobb County,30060,1-Regular school,2-No,33.896500,-84.555200,Elementary,Prekindergarten,5th Grade,356,308,114,39,347,302,†,1,53,172,184,0,5,259,69,13,0,10,356,8.88
LAFAYETTE HIGH SCHOOL,Georgia,LaFayette High School,Walker County,30728,1-Regular school,2-No,34.718519,-85.261153,High,9th Grade,12th Grade,1195,771,253,121,892,†,1195,†,†,612,583,1,3,46,42,1044,0,59,1195,14.84
